21:08:17.096 > ets Jun  8 2016 00:22:57
21:08:19.738 > [  3723][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.743 > [  3729][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.748 > [  3734][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.755 > [  3741][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.760 > [  3746][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.766 > [  3752][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.771 > [  3757][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.777 > [  3763][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.784 > [  3768][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.788 > [  3774][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.793 > [  3780][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.799 > [  3786][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.805 > [  3791][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.810 > [  3797][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.815 > [  3802][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.821 > [  3809][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.827 > [  3814][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.832 > [  3820][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.837 > [  3825][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.848 > [  3831][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.848 > [  3836][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.859 > [  3842][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.859 > [  3848][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.871 > [  3854][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.876 > [  3859][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.882 > [  3865][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.888 > [  3870][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.893 > [  3877][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.898 > [  3882][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.905 > [  3888][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.910 > [  3893][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.915 > [  3899][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.922 > [  3904][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.927 > [  3910][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.932 > [  3916][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.938 > [  3922][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.943 > [  3927][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.949 > [  3933][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.955 > [  3938][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.960 > [  3945][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.965 > [  3950][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.971 > [  3956][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.976 > [  3961][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:19.982 > [  3967][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:19.988 > [  3972][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:19.993 > [  3978][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:19.999 > [  3984][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.005 > [  3990][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.010 > [  3995][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.015 > [  4001][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.021 > [  4006][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.026 > [  4013][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.032 > [  4018][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.037 > [  4024][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.044 > [  4029][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.049 > [  4035][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.055 > [  4040][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.060 > [  4046][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.066 > [  4052][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.071 > [  4058][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.077 > [  4063][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.082 > [  4069][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.088 > [  4074][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.093 > [  4080][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.098 > [  4086][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.105 > [  4092][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.110 > [  4097][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.115 > [  4103][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.121 > [  4108][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.127 > [  4114][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.133 > [  4120][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.143 > [  4126][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.143 > [  4131][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.155 > [  4137][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.160 > [  4142][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.166 > [  4148][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.171 > [  4154][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.176 > [  4160][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.182 > [  4165][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.188 > [  4171][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.195 > [  4176][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.199 > [  4182][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.204 > [  4188][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.210 > [  4194][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.216 > [  4199][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.221 > [  4205][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.227 > [  4210][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.232 > [  4216][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.238 > [  4222][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.244 > [  4228][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.249 > [  4233][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.254 > [  4239][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.260 > [  4244][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.266 > [  4250][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.271 > [  4256][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.277 > [  4262][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.281 > [  4267][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.287 > [  4273][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.293 > [  4278][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.299 > [  4284][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.305 > [  4290][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.310 > [  4296][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.315 > [  4301][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.320 > [  4307][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.327 > [  4312][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.332 > [  4318][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.338 > [  4324][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.344 > [  4330][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.349 > [  4335][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.354 > [  4341][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.359 > [  4346][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.366 > [  4352][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.371 > [  4357][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.376 > [  4363][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.382 > [  4369][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.387 > [  4375][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.393 > [  4380][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.398 > [  4386][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.405 > [  4392][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.410 > [  4398][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.415 > [  4403][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.421 > [  4409][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.426 > [  4414][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.438 > [  4420][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.438 > [  4425][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.448 > [  4431][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.454 > [  4437][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.459 > [  4443][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.466 > [  4448][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.471 > [  4454][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.476 > [  4459][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.482 > [  4466][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.488 > [  4471][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.493 > [  4477][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.499 > [  4482][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.505 > [  4488][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.510 > [  4493][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.516 > [  4499][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.521 > [  4505][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.526 > [  4511][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.532 > [  4516][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.538 > [  4522][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.543 > [  4527][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.549 > [  4534][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.555 > [  4539][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.560 > [  4545][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.566 > [  4550][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.571 > [  4556][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.577 > [  4561][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.582 > [  4567][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.588 > [  4573][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.593 > [  4579][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.599 > [  4584][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.605 > [  4590][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.610 > [  4595][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.616 > [  4602][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.621 > [  4607][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.626 > [  4613][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.632 > [  4618][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.638 > [  4624][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.643 > [  4629][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.649 > [  4635][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.655 > [  4641][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.660 > [  4647][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.666 > [  4652][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.671 > [  4658][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.677 > [  4663][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.682 > [  4670][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.688 > [  4675][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.693 > [  4681][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.699 > [  4686][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.704 > [  4692][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.710 > [  4697][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.715 > [  4703][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.721 > [  4709][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.733 > [  4715][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.733 > [  4720][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.743 > [  4726][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.749 > [  4731][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.755 > [  4738][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.760 > [  4743][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.766 > [  4749][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.771 > [  4754][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.776 > [  4760][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.782 > [  4765][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.787 > [  4771][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.793 > [  4777][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.799 > [  4783][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.805 > [  4788][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.810 > [  4794][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.815 > [  4799][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.822 > [  4805][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.827 > [  4811][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.832 > [  4817][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.838 > [  4822][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.843 > [  4828][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.849 > [  4833][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.855 > [  4839][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.859 > [  4845][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.865 > [  4851][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.870 > [  4856][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.877 > [  4862][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.882 > [  4867][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.887 > [  4873][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.893 > [  4879][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.899 > [  4885][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.904 > [  4890][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.910 > [  4896][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.915 > [  4901][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.920 > [  4907][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.926 > [  4913][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.932 > [  4919][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.937 > [  4924][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.943 > [  4930][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.948 > [  4935][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.954 > [  4941][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.959 > [  4947][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.965 > [  4953][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.970 > [  4958][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:20.976 > [  4964][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:20.982 > [  4969][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:20.988 > [  4975][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:20.993 > [  4981][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.004 > [  4987][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.005 > [  4992][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.015 > [  4998][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.016 > [  5003][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.027 > [  5009][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.032 > [  5015][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.038 > [  5020][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.043 > [  5026][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.049 > [  5032][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.055 > [  5037][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.060 > [  5043][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.066 > [  5049][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.071 > [  5055][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.076 > [  5060][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.082 > [  5066][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.088 > [  5071][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.093 > [  5077][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.099 > [  5082][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.104 > [  5088][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.109 > [  5094][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.115 > [  5100][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.121 > [  5105][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.126 > [  5111][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.132 > [  5117][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.138 > [  5123][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.143 > [  5128][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.149 > [  5134][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.155 > [  5139][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.160 > [  5145][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.166 > [  5150][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.171 > [  5156][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.176 > [  5162][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.182 > [  5168][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.188 > [  5173][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.193 > [  5179][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.198 > [  5184][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.205 > [  5191][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.210 > [  5196][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.215 > [  5202][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.221 > [  5207][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.227 > [  5213][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.233 > [  5218][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.238 > [  5224][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.243 > [  5230][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.249 > [  5236][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.255 > [  5241][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.260 > [  5247][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.265 > [  5252][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.271 > [  5259][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.277 > [  5264][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.282 > [  5270][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.287 > [  5275][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.299 > [  5281][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.299 > [  5286][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.310 > [  5292][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.310 > [  5298][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.321 > [  5304][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.327 > [  5309][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.332 > [  5315][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.338 > [  5320][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.343 > [  5327][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.349 > [  5332][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.354 > [  5338][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.360 > [  5343][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.365 > [  5349][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.371 > [  5354][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.376 > [  5360][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.381 > [  5366][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.388 > [  5372][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.393 > [  5377][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.398 > [  5383][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.404 > [  5388][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.410 > [  5395][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.416 > [  5400][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.421 > [  5406][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.427 > [  5411][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.432 > [  5417][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.437 > [  5422][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.443 > [  5428][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.448 > [  5434][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.454 > [  5440][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.460 > [  5445][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.465 > [  5451][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.471 > [  5456][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.476 > [  5463][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.482 > [  5468][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.488 > [  5474][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.493 > [  5479][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.499 > [  5485][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.503 > [  5490][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.510 > [  5496][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.515 > [  5502][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.520 > [  5508][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.527 > [  5513][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.533 > [  5519][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.538 > [  5524][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.544 > [  5530][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.549 > [  5536][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.555 > [  5542][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
21:08:21.560 > [  5547][E][Wire.cpp:422] beginTransmission(): could not acquire lock
21:08:21.565 > [  5553][E][Wire.cpp:526] write(): NULL TX buffer pointer
21:08:21.572 > [  5558][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
21:08:21.577 > [  5564][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
